emplid,div,deptid,sub_job_family,date,attendance,project_code,total_hour,pmcs_bu_start_dt,project_start_stage,C0_day,C1_day,C2_day,C3_day,C4_day,C5_day,C6_day,stage,termination_n,month_pf,execute_day,utilization_rate_by_dep_func,utilization_rate_by_dep,execute_hour,execute_month,utilization_rate_by_div_func
10705057,23D000,23D100,HW,2021/3/1,184,1PD05U270001,144.7,2020/1/20 08:00,C0,20,25,61,77,70,2243,92,C5,0,2,10240,1.093561873,1.093561873,14510.38144,488.5333333,0.612810559
10705057,23D000,23D100,HW,2021/3/1,184,QRQY00001129,8,2020/8/11 08:00,C6,0,0,0,0,0,0,91,,0,2,3010535.788,1.093561873,1.093561873,34469.81947,100498.3929,0.612810559
10705008,23M000,23M100,ME,2019/2/1,104,1PD042550001,174.5,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C3,0,12,8992,1.016452991,1.016452991,88515.90573,1054.133333,1.000674764
10705008,23M000,23M100,ME,2019/3/1,160,1PD042550001,197.5,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C3,0,13,9664,1.104548611,1.104548611,88515.90573,1054.133333,1.032934322
10705008,23M000,23M100,ME,2019/4/1,176,1PD042550001,191.3,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C4,0,14,10408,0.957954545,0.957954545,88515.90573,1054.133333,0.865861742
10705008,23M000,23M100,ME,2019/5/1,160,1PD042550001,268.4,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C4,0,15,11128,1.104895833,1.104895833,88515.90573,1054.133333,0.878836538
10705008,23M000,23M100,ME,2019/6/1,152,1PD042550001,157.9,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C4,0,16,11872,1.030665205,1.030665205,88515.90573,1054.133333,0.817494019
10705008,23M000,23M100,ME,2019/7/1,200,1PD042550001,287.1,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C5,0,17,12592,1.001666667,1.001666667,88515.90573,1054.133333,0.730266667
10705008,23M000,23M100,ME,2019/8/1,152,1PD042550001,217.5,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C5,0,18,13336,1.039912281,1.039912281,88515.90573,1054.133333,0.831549043
10708046,23M000,23M500,ME,2020/5/1,160,1PD05R550001,74.9,2019/12/16 08:00,C0,16,15,60,76,108,1795,92,C3,0,5,3688,1.101136364,1.101136364,55053.70899,513.3333333,0.74224359
10708046,23M000,23M500,ME,2020/5/1,160,1PD05U270001,111.3,2020/1/20 08:00,C0,20,25,61,77,70,2243,92,C3,0,1,2944,1.101136364,1.101136364,14510.38144,488.5333333,0.74224359
10708046,23M000,23M500,ME,2020/6/1,184,1PD048270001,21.5,2018/6/20 08:00,C0,50,63,112,75,25,2566,92,C5,0,25,18304,1.074802372,1.074802372,23953.9,806.1333333,0.788036232
10708046,23M000,23M500,ME,2020/6/1,184,1PD05U270001,237.6,2020/1/20 08:00,C0,20,25,61,77,70,2243,92,C3,0,2,3688,1.074802372,1.074802372,14510.38144,488.5333333,0.788036232
10708046,23M000,23M500,ME,2020/7/1,160,1PD048270001,18.9,2018/6/20 08:00,C0,50,63,112,75,25,2566,92,C5,0,26,19024,1.030625,1.030625,23953.9,806.1333333,0.664389706
10708046,23M000,23M500,ME,2020/7/1,160,1PD05U270001,178.5,2020/1/20 08:00,C0,20,25,61,77,70,2243,92,C4,0,3,4408,1.030625,1.030625,14510.38144,488.5333333,0.664389706
10708046,23M000,23M500,ME,2020/8/1,200,1PD048270001,11.4,2018/6/20 08:00,C0,50,63,112,75,25,2566,92,C5,0,27,19768,1.014681818,1.014681818,23953.9,806.1333333,0.613178161
10705008,23M000,23M100,ME,2020/4/1,152,1PD042550001,186.9,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C5,0,26,19192,0.980727554,0.980727554,88515.90573,1054.133333,0.650149522
10705008,23M000,23M100,ME,2020/5/1,160,1PD042550001,196.1,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C5,0,27,19912,0.99703125,0.99703125,88515.90573,1054.133333,0.74224359
10705008,23M000,23M100,ME,2020/6/1,184,1PD042550001,213.4,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C5,0,28,20656,1.052038043,1.052038043,88515.90573,1054.133333,0.788036232
10705008,23M000,23M100,ME,2020/7/1,160,1PD042550001,183.3,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C5,0,29,21376,0.989335937,0.989335937,88515.90573,1054.133333,0.664389706
10705008,23M000,23M100,ME,2020/8/1,200,1PD042550001,216.1,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C5,0,30,22120,0.94453125,0.94453125,88515.90573,1054.133333,0.613178161
10705008,23M000,23M100,ME,2020/9/1,144,1PD042550001,173,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C5,0,31,22864,1.011197917,1.011197917,88515.90573,1054.133333,0.723683261
10705008,23M000,23M100,ME,2020/10/1,152,1PD042550001,158.9,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C5,0,32,23584,1.002982456,1.002982456,88515.90573,1054.133333,0.603954294
10704049,23D000,23D300,RH,2020/12/1,152,1PD05P55E001,90.4,2020/6/1 08:00,C0,31,60,119,89,65,1826,91,C3,0,1,5152,1.171669408,1.171669408,19205.50172,390.9333333,0.414330664
10704049,23D000,23D300,RH,2020/12/1,152,1PD05R550001,105,2019/12/16 08:00,C0,16,15,60,76,108,1795,92,C5,0,11,8824,1.171669408,1.171669408,55053.70899,513.3333333,0.414330664
10704049,23D000,23D300,RH,2021/1/1,160,1PD05P55E001,197.8,2020/6/1 08:00,C0,31,60,119,89,65,1826,91,C3,0,2,5896,1.201796875,1.201796875,19205.50172,390.9333333,0.458823864
10704049,23D000,23D300,RF,2021/2/1,120,1PD05P55E001,72.8,2020/6/1 08:00,C0,31,60,119,89,65,1826,91,C3,0,1,6640,0.803666667,0.8346875,19205.50172,390.9333333,0.491994048
10704049,23D000,23D300,RF,2021/3/1,184,1PD05P55E001,236.6,2020/6/1 08:00,C0,31,60,119,89,65,1826,91,C4,0,2,7312,1.154411765,1.143780193,19205.50172,390.9333333,0.691006311
10704049,23D000,23D300,RF,2021/4/1,144,1PD05P55E001,201.6,2020/6/1 08:00,C0,31,60,119,89,65,1826,91,C4,0,3,8056,1.276388889,1.269753086,19205.50172,390.9333333,0.655979938
10704049,23D000,23D300,RF,2021/5/1,200,1PD05P55E001,230.8,2020/6/1 08:00,C0,31,60,119,89,65,1826,91,C5,0,4,8776,1.244730769,1.215464286,19205.50172,390.9333333,0.628155172
10705072,230000,230320,RH,2019/2/1,104,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,19,2992319.788,0.163461538,0.163461538,421.5345709,100498.3929,0.157182692
10705072,230000,230320,RH,2019/3/1,160,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,20,2992991.788,0.18765625,0.18765625,421.5345709,100498.3929,0.126711165
10705072,230000,230320,RH,2019/4/1,176,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,21,2993735.788,0.100142045,0.100142045,421.5345709,100498.3929,0.113689631
10705072,230000,230320,RH,2019/5/1,160,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,22,2994455.788,0.068671875,0.068671875,421.5345709,100498.3929,0.110721649
10705072,230000,230320,RH,2019/6/1,152,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,23,2995199.788,0.098190789,0.098190789,421.5345709,100498.3929,0.117600532
10704050,230000,230310,RH,2018/7/1,192,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,12,2987159.788,0.176692708,0.176692708,421.5345709,100498.3929,0.183506944
10704050,230000,230310,RH,2018/8/1,160,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,13,2987903.788,0.1896875,0.1896875,421.5345709,100498.3929,0.169532658
10704050,230000,230310,RH,2018/9/1,152,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,14,2988647.788,0.121103239,0.121103239,421.5345709,100498.3929,0.143111083
10704050,230000,230310,RH,2018/10/1,192,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,15,2989367.788,0.16630609,0.16630609,421.5345709,100498.3929,0.160991549
10704050,230000,230310,RH,2018/11/1,160,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,16,2990111.788,0.141442308,0.141442308,421.5345709,100498.3929,0.156238208
10705008,23M000,23M100,ME,2021/3/1,184,1PD042550001,66.2,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C5,0,37,27208,1.186752717,1.186752717,88515.90573,1054.133333,0.882756917
10705008,23M000,23M100,ME,2021/3/1,184,1PD05P55E001,139.2,2020/6/1 08:00,C0,31,60,119,89,65,1826,91,C4,0,4,7312,1.186752717,1.186752717,19205.50172,390.9333333,0.882756917
10705008,23M000,23M100,ME,2021/4/1,144,1PD042550001,18,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C5,0,38,27952,1.078263889,1.078263889,88515.90573,1054.133333,0.757678197
10705008,23M000,23M100,ME,2021/4/1,144,1PD05P55E001,157.5,2020/6/1 08:00,C0,31,60,119,89,65,1826,91,C4,0,5,8056,1.078263889,1.078263889,19205.50172,390.9333333,0.757678197
10705008,23M000,23M100,ME,2021/5/1,200,1PD05P55E001,269.3,2020/6/1 08:00,C0,31,60,119,89,65,1826,91,C5,0,6,8776,1.297111111,1.297111111,19205.50172,390.9333333,0.848701923
10705008,23M000,23M100,ME,2021/6/1,152,1PD05P55E001,172.5,2020/6/1 08:00,C0,31,60,119,89,65,1826,91,C5,0,7,9520,0.99378655,0.99378655,19205.50172,390.9333333,0.659882127
10704050,230000,230310,RH,2019/5/1,160,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,22,2994455.788,0.089479167,0.089479167,421.5345709,100498.3929,0.110721649
10704050,230000,230310,RH,2019/6/1,152,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,23,2995199.788,0.085087719,0.085087719,421.5345709,100498.3929,0.117600532
10704050,230000,230310,RH,2019/7/1,200,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,24,2995919.788,0,0,421.5345709,100498.3929,0.0795
10704050,230000,230310,RH,2019/8/1,152,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,25,2996663.788,0,0,421.5345709,100498.3929,0.117941845
10704050,230000,230310,RH,2019/9/1,184,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,26,2997407.788,0,0,421.5345709,100498.3929,0.143742849
10708045,230000,230R30,ME,2019/11/1,160,1PD02W27A001,1.5,2018/8/28 08:00,C0,8,9,32,42,28,2419,92,C5,0,14,10528,0.814508929,0.814508929,2247.5,570.1333333,0.181001984
10708045,230000,230R30,ME,2019/12/1,192,1PD025550001,65.7,2016/4/30 08:00,C0,88,31,60,154,90,1826,92,C5,0,29,33568,0.886309524,0.886309524,31631.33306,1630.933333,0.169977169
10708045,230000,230R30,ME,2019/12/1,192,1PD039550001,143.7,2018/1/12 08:00,C0,32,17,112,119,105,1855,91,C5,0,23,17296,0.886309524,0.886309524,45621.2067,1088.533333,0.169977169
10708045,230000,230R30,ME,2019/12/1,192,1PD058550001,4.9,2018/9/16 08:00,C0,20,77,134,168,61,31,91,C5,0,1,11080,0.886309524,0.886309524,401.3428194,881.3333333,0.169977169
10708045,230000,230R30,ME,2020/1/1,120,1PD025550001,12.5,2016/4/30 08:00,C0,88,31,60,154,90,1826,92,C5,0,30,34312,0.837559524,0.837559524,31631.33306,1630.933333,0.183216146
10708045,230000,230R30,ME,2020/1/1,120,1PD039550001,67.2,2018/1/12 08:00,C0,32,17,112,119,105,1855,91,C5,0,24,18040,0.837559524,0.837559524,45621.2067,1088.533333,0.183216146
10708045,230000,230R30,ME,2020/1/1,120,1PD058550001,6.5,2018/9/16 08:00,C0,20,77,134,168,61,31,91,C6,0,2,11824,0.837559524,0.837559524,401.3428194,881.3333333,0.183216146
10704050,230000,230310,RH,2020/3/1,184,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,32,3001775.788,0,0,421.5345709,100498.3929,0.095592524
10704050,230000,230310,RH,2020/4/1,152,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,33,3002519.788,0,0,421.5345709,100498.3929,0.095021118
10704050,23D000,23D100,RH,2020/5/1,160,1PD042550001,4,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C5,0,27,19912,1.209448529,1.209448529,88515.90573,1054.133333,0.491641304
10704050,23D000,23D100,RH,2020/5/1,160,1RDZ25100001,87.2,2018/12/25 16:54,C6,0,0,0,0,0,0,91,,0,17,3003239.788,1.209448529,1.209448529,21162.4,100351.1929,0.491641304
10704050,23D000,23D100,RH,2020/5/1,160,QRQY00001051,66.3,2020/2/2 08:00,C6,0,0,0,0,0,0,91,,0,1,3003239.788,1.209448529,1.209448529,1963.7,100156.7929,0.491641304
10705037,23M000,23M300,ME,2018/9/1,152,1PD042550001,188.8,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C2,0,7,5320,1.407612782,1.407612782,88515.90573,1054.133333,0.940131579
10705037,23M000,23M300,ME,2018/10/1,192,1PD042550001,341.8,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C2,0,8,6040,1.390252976,1.390252976,88515.90573,1054.133333,0.884186422
10705037,23M000,23M300,ME,2018/11/1,160,1PD042550001,195.9,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C2,0,9,6784,1.277053571,1.277053571,88515.90573,1054.133333,0.972045455
10705037,23M000,23M300,ME,2018/12/1,184,1PD042550001,141.9,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C2,0,10,7504,0.975475543,0.975475543,88515.90573,1054.133333,0.85178442
10705037,23M000,23M300,ME,2019/1/1,160,1PD042550001,192.9,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C2,0,11,8248,1.168359375,1.168359375,88515.90573,1054.133333,0.919866803
10705037,23M000,23M300,ME,2019/2/1,104,1PD042550001,123.4,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C3,0,12,8992,1.186658654,1.186658654,88515.90573,1054.133333,1.000674764
10705037,23M000,23M300,ME,2019/3/1,160,1PD042550001,197,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C3,0,13,9664,1.183359375,1.183359375,88515.90573,1054.133333,1.032934322
10704050,23D000,23D100,RH,2020/8/1,200,QRQY00001129,40.5,2020/8/11 08:00,C6,0,0,0,0,0,0,91,,0,1,3005447.788,1.178,1.178,34469.81947,100498.3929,0.424070833
10704050,23D000,23D100,RH,2020/9/1,144,1RDZ25100001,3.5,2018/12/25 16:54,C6,0,0,0,0,0,0,91,,0,21,3006191.788,1.147916667,1.147916667,21162.4,100351.1929,0.492663323
10704050,23D000,23D100,RH,2020/9/1,144,QRQY00001097,118.6,2020/5/18 08:00,C6,0,0,0,0,0,0,91,,0,3,3006191.788,1.147916667,1.147916667,6737.1,100206.3929,0.492663323
10704050,23D000,23D100,RH,2020/9/1,144,QRQY00001129,32.6,2020/8/11 08:00,C6,0,0,0,0,0,0,91,,0,2,3006191.788,1.147916667,1.147916667,34469.81947,100498.3929,0.492663323
10704050,23D000,23D100,RH,2020/10/1,152,1PD05R550001,117.1,2019/12/16 08:00,C0,16,15,60,76,108,1795,92,C5,0,9,7360,1.091798246,1.091798246,55053.70899,513.3333333,0.521585526
10703810,23D000,23D100,RH,2020/6/1,184,1PD05R550001,224.1,2019/12/16 08:00,C0,16,15,60,76,108,1795,92,C4,0,5,4432,1.146579284,1.146579284,55053.70899,513.3333333,0.488365539
10703810,23D000,23D100,RH,2020/7/1,160,1PD05R550001,147,2019/12/16 08:00,C0,16,15,60,76,108,1795,92,C4,0,6,5152,1.044595588,1.044595588,55053.70899,513.3333333,0.525131579
10703810,23D000,23D100,RH,2020/7/1,160,1PD05U270001,22,2020/1/20 08:00,C0,20,25,61,77,70,2243,92,C4,0,3,4408,1.044595588,1.044595588,14510.38144,488.5333333,0.525131579
10703810,23D000,23D100,RH,2020/8/1,200,1PD05R550001,15.8,2019/12/16 08:00,C0,16,15,60,76,108,1795,92,C4,0,7,5896,1.178,1.178,55053.70899,513.3333333,0.424070833
10703810,23D000,23D100,RH,2020/8/1,200,1PD05U270001,185.3,2020/1/20 08:00,C0,20,25,61,77,70,2243,92,C4,0,4,5152,1.178,1.178,14510.38144,488.5333333,0.424070833
10703811,23M000,23M100,ME,2018/3/1,160,1PD030550001,24,2017/7/28 08:00,C1,0,38,156,187,73,1826,92,C3,0,6,5200,0.816015625,0.816015625,5331.1,514.1333333,0.627070313
10703811,23M000,23M100,ME,2018/4/1,168,1PD030550001,152,2017/7/28 08:00,C1,0,38,156,187,73,1826,92,C3,0,7,5944,0.964397321,0.964397321,5331.1,514.1333333,0.785934744
10705072,230000,230320,RH,2019/12/1,192,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,29,2999591.788,0.118385417,0.118385417,421.5345709,100498.3929,0.107818627
10705072,230000,230320,RH,2020/1/1,120,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,30,3000335.788,0.133416667,0.133416667,421.5345709,100498.3929,0.112019231
10705072,230000,230320,RH,2020/2/1,152,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,31,3001079.788,0.127631579,0.127631579,421.5345709,100498.3929,0.095167004
10705072,230000,230320,RH,2020/3/1,184,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,32,3001775.788,0.120217391,0.120217391,421.5345709,100498.3929,0.095592524
10705072,230000,230320,RH,2020/4/1,152,,0,Microsoft.DPrep.ErrorValues.PythonNumpyDatetimeParseFailure,,,,,,,,,,0,33,3002519.788,0,0,421.5345709,100498.3929,0.095021118
10703811,23M000,23M100,ME,2018/6/1,152,1PD042550001,40,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C2,0,4,3112,0.989761513,0.989761513,88515.90573,1054.133333,0.808023966
10703811,23M000,23M100,ME,2018/6/1,152,1PD048270001,143.5,2018/6/20 08:00,C0,50,63,112,75,25,2566,92,C0,0,1,760,0.989761513,0.989761513,23953.9,806.1333333,0.808023966
10703811,23M000,23M100,ME,2018/7/1,192,1PD048270001,226,2018/6/20 08:00,C0,50,63,112,75,25,2566,92,C1,0,2,1480,1.044548611,1.044548611,23953.9,806.1333333,0.857158905
10703811,23M000,23M100,ME,2018/8/1,160,1PD048270001,201,2018/6/20 08:00,C0,50,63,112,75,25,2566,92,C1,0,3,2224,1.089,1.089,23953.9,806.1333333,0.963890306
10703811,23M000,23M100,ME,2018/9/1,152,1PD048270001,199.5,2018/6/20 08:00,C0,50,63,112,75,25,2566,92,C2,0,4,2968,0.960255418,0.960255418,23953.9,806.1333333,0.940131579
10703811,23M000,23M100,ME,2018/10/1,192,1PD048270001,234.5,2018/6/20 08:00,C0,50,63,112,75,25,2566,92,C2,0,5,3688,0.99810049,0.99810049,23953.9,806.1333333,0.884186422
10703811,23M000,23M100,ME,2018/11/1,160,1PD048270001,199.5,2018/6/20 08:00,C0,50,63,112,75,25,2566,92,C2,0,6,4432,0.937326389,0.937326389,23953.9,806.1333333,0.972045455
10703811,23M000,23M100,ME,2019/5/1,160,1PD048270001,84,2018/6/20 08:00,C0,50,63,112,75,25,2566,92,C5,0,12,8776,1.104895833,1.104895833,23953.9,806.1333333,0.878836538
10703811,23M000,23M100,ME,2019/5/1,160,1RDZ25100001,78,2018/12/25 16:54,C6,0,0,0,0,0,0,91,,0,5,2994455.788,1.104895833,1.104895833,21162.4,100351.1929,0.878836538
10703811,23M000,23M100,ME,2019/6/1,152,1RDZ25100001,180.5,2018/12/25 16:54,C6,0,0,0,0,0,0,91,,0,6,2995199.788,1.030665205,1.030665205,21162.4,100351.1929,0.817494019
10703811,23M000,23M100,ME,2019/7/1,200,1RDZ25100001,186,2018/12/25 16:54,C6,0,0,0,0,0,0,91,,0,7,2995919.788,1.001666667,1.001666667,21162.4,100351.1929,0.730266667
10703811,23M000,23M100,ME,2019/8/1,152,1RDZ25100001,146,2018/12/25 16:54,C6,0,0,0,0,0,0,91,,0,8,2996663.788,1.039912281,1.039912281,21162.4,100351.1929,0.831549043
10704050,23D000,23D100,HW,2021/2/1,120,QRQY00001129,72,2020/8/11 08:00,C6,0,0,0,0,0,0,91,,0,1,3009863.788,0.782820513,0.782820513,34469.81947,100498.3929,0.458207071
10704050,23D000,23D100,HW,2021/3/1,184,QRQY00001129,155.6,2020/8/11 08:00,C6,0,0,0,0,0,0,91,,0,2,3010535.788,1.093561873,1.093561873,34469.81947,100498.3929,0.612810559
10704050,23D000,23D100,HW,2021/4/1,144,1PD062550001,128.5,2021/2/17 08:00,C0,19,9,63,91,138,3334,90,C2,0,1,1504,1.098985043,1.098985043,13385.83153,172.5333333,0.645575397
10704050,23D000,23D100,HW,2021/4/1,144,QRQY00001129,4,2020/8/11 08:00,C6,0,0,0,0,0,0,91,,0,3,3011279.788,1.098985043,1.098985043,34469.81947,100498.3929,0.645575397
10704050,23D000,23D100,HW,2021/5/1,200,1PD062550001,209.2,2021/2/17 08:00,C0,19,9,63,91,138,3334,90,C3,0,2,2224,1.030846154,1.030846154,13385.83153,172.5333333,0.479414634
10704050,23D000,23D100,HW,2021/6/1,152,1PD062550001,133.6,2021/2/17 08:00,C0,19,9,63,91,138,3334,90,C3,0,3,2968,0.789426692,0.789426692,13385.83153,172.5333333,0.446090226
10703811,23M000,23M100,ME,2020/1/1,120,1RDZ25100001,108,2018/12/25 16:54,C6,0,0,0,0,0,0,91,,0,13,3000335.788,1.012037037,1.012037037,21162.4,100351.1929,0.743589744
10703811,23M000,23M100,ME,2020/2/1,152,1PD05V270001,153.5,2019/12/10 08:00,C2,0,0,58,0,54,1826,92,C2,0,2,1288,0.930921053,0.930921053,4245.094489,505.3333333,0.708050987
10703811,23M000,23M100,ME,2020/2/1,152,1RDZ25100001,12,2018/12/25 16:54,C6,0,0,0,0,0,0,91,,0,14,3001079.788,0.930921053,0.930921053,21162.4,100351.1929,0.708050987
10703811,23M000,23M100,ME,2020/3/1,184,1PD05V270001,205,2019/12/10 08:00,C2,0,0,58,0,54,1826,92,C4,0,3,1984,0.981219807,0.981219807,4245.094489,505.3333333,0.775775362
10703811,23M000,23M100,ME,2020/3/1,184,1RDZ25100001,2,2018/12/25 16:54,C6,0,0,0,0,0,0,91,,0,15,3001775.788,0.981219807,0.981219807,21162.4,100351.1929,0.775775362
10705037,23M000,23M300,ME,2019/11/1,160,1PD042550001,119.4,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C5,0,21,15544,0.872954545,0.872954545,88515.90573,1054.133333,0.698381024
10705037,23M000,23M300,ME,2019/11/1,160,QRQY00000942,90,2019/10/31 08:00,C6,0,0,0,0,0,0,91,,0,2,2998871.788,0.872954545,0.872954545,1146.8,99986.39293,0.698381024
10705037,23M000,23M300,ME,2019/12/1,192,1PD042550001,225,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C5,0,22,16264,1.067850379,1.067850379,88515.90573,1054.133333,0.73874349
10705037,23M000,23M300,ME,2020/1/1,120,1PD042550001,157.3,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C5,0,23,17008,1.109513889,1.109513889,88515.90573,1054.133333,0.743589744
10705037,23M000,23M300,ME,2020/2/1,152,1PD042550001,164.2,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C5,0,24,17752,1.022752193,1.022752193,88515.90573,1054.133333,0.708050987
10705037,23M000,23M300,ME,2020/3/1,184,1PD05R550001,230.8,2019/12/16 08:00,C0,16,15,60,76,108,1795,92,C3,0,3,2224,1.014966555,1.014966555,55053.70899,513.3333333,0.775775362
10705037,23M000,23M300,ME,2020/4/1,152,1PD042550001,2,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C5,0,26,19192,0.993703008,0.993703008,88515.90573,1054.133333,0.650149522
10703811,23M000,23M100,ME,2020/9/1,144,RRD066580001,147.2,2020/6/30 08:00,C6,0,0,0,0,0,0,91,,0,2,3006191.788,1.011197917,1.011197917,17680.92459,100498.3929,0.723683261
10703811,23M000,23M100,ME,2020/10/1,152,1PD05V270001,2,2019/12/10 08:00,C2,0,0,58,0,54,1826,92,C5,0,10,7120,1.002982456,1.002982456,4245.094489,505.3333333,0.603954294
10703811,23M000,23M100,ME,2020/10/1,152,RRD066580001,161.1,2020/6/30 08:00,C6,0,0,0,0,0,0,91,,0,3,3006911.788,1.002982456,1.002982456,17680.92459,100498.3929,0.603954294
10703811,23M000,23M100,ME,2020/11/1,200,RRD066580001,213.8,2020/6/30 08:00,C6,0,0,0,0,0,0,91,,0,4,3007655.788,1.0076,1.0076,17680.92459,100498.3929,0.532455
10703811,23M000,23M100,ME,2020/12/1,152,RRD066580001,142.7,2020/6/30 08:00,C6,0,0,0,0,0,0,91,,0,5,3008375.788,0.925789474,0.925789474,17680.92459,100498.3929,0.475349325
10703067,230000,230310,RH,2019/3/1,160,1PD042550001,183.3,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C3,0,13,9664,0.09546875,0.09546875,88515.90573,1054.133333,0.126711165
10703067,230000,230310,RH,2019/4/1,176,1PD042550001,223.3,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C4,0,14,10408,0.105729167,0.105729167,88515.90573,1054.133333,0.113689631
10703067,230000,230310,RH,2019/5/1,160,1PD042550001,171.8,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C4,0,15,11128,0.089479167,0.089479167,88515.90573,1054.133333,0.110721649
10703067,230000,230310,RH,2019/6/1,152,1PD042550001,155.2,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C4,0,16,11872,0.085087719,0.085087719,88515.90573,1054.133333,0.117600532
10703068,23M000,23M100,ME,2018/3/1,160,1PD030550001,19.5,2017/7/28 08:00,C1,0,38,156,187,73,1826,92,C3,0,6,5200,0.816015625,0.816015625,5331.1,514.1333333,0.627070313
10703068,23M000,23M100,ME,2018/3/1,160,1PD042550001,46.5,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C1,0,1,904,0.816015625,0.816015625,88515.90573,1054.133333,0.627070313
10703068,23M000,23M100,ME,2018/4/1,168,1PD042550001,220.3,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C1,0,2,1648,0.964397321,0.964397321,88515.90573,1054.133333,0.785934744
10704051,23M000,23M200,ME,2018/8/1,160,1PD042550001,214.8,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C2,0,6,4576,1.135708333,1.135708333,88515.90573,1054.133333,0.963890306
10704051,23M000,23M200,ME,2018/9/1,152,1PD042550001,190.4,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C2,0,7,5320,0.979334365,0.979334365,88515.90573,1054.133333,0.940131579
10704051,23M000,23M200,ME,2018/10/1,192,1PD042550001,183.2,2018/1/23 08:00,C1,0,128,216,83,96,1827,92,C2,0,8,6040,1.002573529,1.002573529,88515.90573,1054.133333,0.884186422
